age,education-num,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country
41,,50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
52,10.0,40, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States
41,14.0,35, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
50,13.0,40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
42,9.0,40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
30,10.0,40, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male, United-States
38,9.0,35, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female, United-States
42,9.0,40, Private, HS-grad, Widowed, Sales, Unmarried, White, Male, United-States
31,13.0,60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
64,2.0,53, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,
56,10.0,50, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female, United-States
43,11.0,40, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
35,10.0,40, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States
28,13.0,4, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
55,5.0,45,, 9th, Never-married,, Own-child, White, Female, United-States
36,13.0,40, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male, United-States
52,8.0,40, Private, 12th, Separated, Machine-op-inspct, Other-relative, White, Female, Cuba
40,10.0,40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
38,13.0,56, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
48,9.0,40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
28,10.0,45, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States
45,9.0,35, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States
56,14.0,40, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, Portugal
76,14.0,40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
31,9.0,40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
53,9.0,46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
62,9.0,40, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
43,14.0,40, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States
33,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, Mexico
22,,35, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female, United-States
48,10.0,50, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
41,9.0,8, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
46,14.0,40, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, England
47,10.0,40, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female, United-States
69,16.0,40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, China
31,13.0,40, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Female, United-States
52,9.0,52, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
50,13.0,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
70,10.0,12, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female, United-States
25,13.0,35, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States
40,9.0,40, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female, United-States
22,9.0,55, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male, United-States
32,13.0,38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
63,9.0,40,, HS-grad, Married-civ-spouse,, Husband, White, Male, United-States
39,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
37,10.0,47, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male, United-States
60,7.0,40, Private, 11th, Widowed, Transport-moving, Unmarried, Black, Male, United-States
53,11.0,40, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, Black, Male, United-States
32,11.0,60, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male, United-States
18,7.0,10, Never-worked, 11th, Never-married,, Own-child, White, Female, United-States
36,14.0,50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States
27,14.0,30, Private, Masters, Never-married, Handlers-cleaners, Unmarried, White, Male, United-States
25,13.0,35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
28,10.0,40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
18,10.0,25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
49,12.0,30, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, Columbia
44,13.0,44, Private, Bachelors, Divorced, Sales, Unmarried, White, Male, United-States
40,13.0,52, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female, Japan
23,13.0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
37,9.0,44, State-gov, HS-grad, Separated, Craft-repair, Not-in-family, White, Male, United-States
33,10.0,50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
64,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
44,13.0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
58,10.0,40, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male, United-States
25,10.0,40, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
18,10.0,30, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States
40,9.0,50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
24,10.0,40, Local-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male, United-States
39,9.0,40, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
45,10.0,65, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
57,13.0,80,, Bachelors, Married-civ-spouse,, Husband, White, Male, United-States
44,15.0,65, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
31,13.0,60, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, India
51,9.0,20,, HS-grad, Married-spouse-absent,, Not-in-family, White, Male, United-States
56,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
51,10.0,40, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female, United-States
50,12.0,20, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
68,5.0,44, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States
38,10.0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, Philippines
31,14.0,50, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
29,9.0,40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
33,10.0,48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
46,13.0,70, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
35,7.0,35, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male, United-States
62,11.0,50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
51,12.0,30, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
44,14.0,40, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
51,9.0,40,, HS-grad, Married-civ-spouse,, Husband, White, Male, United-States
47,,40, Private, Masters, Divorced,, Unmarried, White, Female, United-States
19,7.0,60, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
30,13.0,60, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, Hungary
30,11.0,40, State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
40,4.0,40, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male, United-States
41,13.0,50, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States
20,10.0,40, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States
48,10.0,60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
26,8.0,40, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
25,9.0,38, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States
42,9.0,40, Private, HS-grad, Never-married, Sales, Unmarried, White, Female, United-States
30,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, Vietnam
22,6.0,40, Private, 10th, Never-married, Other-service, Own-child, White, Female, United-States
24,13.0,40, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female, United-States
39,9.0,65, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
28,13.0,40, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States
31,13.0,40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
76,4.0,40, Private, 7th-8th, Widowed, Priv-house-serv, Not-in-family, White, Female, United-States
66,10.0,40, Local-gov, Some-college, Divorced, Other-service, Other-relative, White, Female,
27,14.0,40, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,
42,10.0,50, Self-emp-not-inc, Some-college, Separated, Other-service, Unmarried, Black, Female, United-States
30,13.0,45, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female, United-States
29,12.0,40, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
31,13.0,40, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,
36,9.0,60, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States
39,9.0,30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
41,4.0,40, Local-gov, 7th-8th, Never-married, Other-service, Unmarried, Black, Female, United-States
46,9.0,45, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female, Jamaica
51,9.0,38, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States
19,10.0,50, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male, United-States
18,9.0,38, Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States
58,10.0,48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
38,10.0,40, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female, United-States
52,13.0,55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
27,13.0,45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
67,9.0,30, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female, United-States
23,10.0,40, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
37,13.0,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
29,9.0,60, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States
51,14.0,40, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
48,12.0,45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
50,14.0,35, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States
66,16.0,25, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male, United-States
36,13.0,40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
51,9.0,45, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male, United-States
27,9.0,50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States
30,7.0,40, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male, Mexico
43,13.0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,
18,10.0,15, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States
33,13.0,40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
40,7.0,36, Private, 11th, Separated, Machine-op-inspct, Not-in-family, Black, Male, United-States
67,9.0,40, Private, HS-grad, Separated, Machine-op-inspct, Other-relative, White, Female, United-States
20,10.0,10, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
20,10.0,15, Private, Some-college, Never-married, Tech-support, Own-child, White, Male, United-States
20,10.0,35, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
24,13.0,40, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States
29,10.0,20, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
21,9.0,35, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States
41,8.0,40, Private, 12th, Married-civ-spouse, Protective-serv, Husband, Black, Male,
42,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
24,14.0,40, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
61,9.0,40, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, United-States
53,13.0,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Japan
40,13.0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
47,13.0,50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
41,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
50,12.0,50, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
48,10.0,65, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Male, United-States
18,9.0,30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States
21,10.0,20, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States
32,9.0,55, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
57,13.0,37, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male, United-States
75,9.0,40, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, United-States
21,10.0,15, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
25,13.0,40, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male, United-States
29,9.0,40, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States
28,13.0,40, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States
22,10.0,15, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States
23,9.0,40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
23,10.0,25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, United-States
46,2.0,40, Private, 1st-4th, Separated, Machine-op-inspct, Own-child, White, Female, Guatemala
46,9.0,40, Private, HS-grad, Separated, Machine-op-inspct, Own-child, Black, Female, United-States
38,11.0,36, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female, United-States
46,10.0,40, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
44,9.0,45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
65,7.0,35, Self-emp-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
66,4.0,10, Private, 7th-8th, Widowed, Other-service, Not-in-family, Black, Female, United-States
45,14.0,40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
22,10.0,50, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male, United-States
22,9.0,40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male, Yugoslavia
28,9.0,40,, HS-grad, Separated,, Unmarried, White, Female, United-States
42,12.0,35, Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male, United-States
17,6.0,15,, 10th, Never-married,, Own-child, White, Female, United-States
28,9.0,32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States
51,10.0,40, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
62,9.0,24,, HS-grad, Married-civ-spouse,, Husband, White, Male, United-States
30,13.0,40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
17,7.0,15, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
34,10.0,40, Private, Some-college, Divorced, Sales, Not-in-family, White, Female, United-States
57,,40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female, United-States
21,10.0,40, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
41,14.0,60, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States
32,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,
40,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
28,13.0,20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
33,6.0,35, Private, 10th, Never-married, Craft-repair, Unmarried, White, Female, United-States
45,16.0,50, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
35,10.0,40, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,
57,14.0,65, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States
30,10.0,50, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
68,9.0,45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
39,13.0,60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
56,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
34,13.0,40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
42,13.0,27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female, Taiwan
44,14.0,40, Self-emp-inc, Masters, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female, United-States
55,9.0,40, Self-emp-not-inc, HS-grad, Divorced, Other-service, Other-relative, White, Female, United-States
41,9.0,40, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States
40,10.0,40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
25,10.0,40, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
27,9.0,35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States
44,10.0,40, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Male, United-States
47,9.0,40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States
52,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
29,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female, Laos
34,10.0,40, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
57,9.0,30, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
37,9.0,40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
48,13.0,40, Private, Bachelors, Divorced,, Other-relative, White, Male, United-States
42,11.0,40, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
24,9.0,40, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,
53,9.0,40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
33,9.0,50, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male, United-States
32,7.0,40, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
42,10.0,45, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States
30,13.0,40, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female, United-States
25,9.0,40, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male, Mexico
31,7.0,40, Private, 11th, Divorced, Handlers-cleaners, Other-relative, Black, Male, United-States
51,9.0,40, State-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States
36,13.0,38, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
25,10.0,22, Private, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, United-States
29,13.0,10, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female, United-States
28,9.0,40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States
43,9.0,55, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
72,9.0,2,, HS-grad, Married-civ-spouse,, Wife, White, Female, United-States
47,,42, Private, HS-grad, Divorced,, Not-in-family, White, Male, United-States
19,5.0,35,, 9th, Never-married,, Other-relative, White, Male, El-Salvador
63,13.0,21, Local-gov, Bachelors, Never-married,, Not-in-family, Black, Female, United-States
47,11.0,40,, Assoc-voc, Divorced,, Not-in-family, White, Male, United-States
60,6.0,40, Private, 10th, Widowed, Tech-support, Unmarried, White, Female, United-States
46,9.0,40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
36,9.0,40, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
27,9.0,40, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male, United-States
28,9.0,40, Private, HS-grad, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female, United-States
22,9.0,45, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States
30,10.0,40, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States
33,10.0,35, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, United-States
48,14.0,40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, El-Salvador
41,9.0,60, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Black, Male, Jamaica
35,13.0,50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
19,9.0,40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female, El-Salvador
34,14.0,43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, India
36,9.0,40, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male, United-States
29,13.0,40, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
34,11.0,40, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female, United-States
90,9.0,40,, HS-grad, Widowed,, Not-in-family, White, Female, United-States
29,15.0,55, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, United-States
57,14.0,55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
52,10.0,50, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States
28,9.0,40, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States
40,12.0,40, Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
27,10.0,40, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female, United-States
18,9.0,40, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Female, United-States
36,11.0,40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
73,9.0,30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States
35,9.0,40, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
81,2.0,45, Self-emp-not-inc, 1st-4th, Widowed, Sales, Other-relative, White, Male, Mexico
30,9.0,8, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female, United-States
52,9.0,35, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female, United-States
32,9.0,40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
42,15.0,55, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
30,11.0,40, Local-gov, Assoc-voc, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female, United-States
52,9.0,45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
56,10.0,40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
42,10.0,40, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male, United-States
27,,40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Mexico
28,10.0,40, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male, United-States
62,13.0,40, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, United-States
68,4.0,10, Private, 7th-8th, Widowed, Machine-op-inspct, Not-in-family, White, Female, United-States
19,7.0,40,, 11th, Married-civ-spouse,, Wife, Asian-Pac-Islander, Female, Laos
23,10.0,25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
24,10.0,25, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States
18,7.0,15, Private, 11th, Never-married, Other-service, Own-child, White, Female, United-States
35,13.0,40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States
22,10.0,35, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
22,10.0,40, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States
33,11.0,40, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male, United-States
45,9.0,40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male, United-States
47,11.0,55, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female, United-States
24,13.0,20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States
36,10.0,40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
59,10.0,43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
18,7.0,40, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
45,9.0,8, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, United-States
25,9.0,75, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
27,8.0,55, Private, 12th, Married-civ-spouse, Farming-fishing, Own-child, White, Male, United-States
39,13.0,60, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female, United-States
26,10.0,40, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male, Mexico
30,12.0,40, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male, United-States
35,12.0,45, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States
61,11.0,40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
